0	 0.999969
1	 0.990082
2	 0.964600
3	 0.923920
4	 0.868683
5	 0.799774
6	 0.718262
7	 0.625427
8	 0.522766
9	 0.411896
10	 0.294525
11	 0.172516
12	 0.047760
13	-0.077728
14	-0.201965
15	-0.322998
16	-0.438965
17	-0.548035
18	-0.648438
19	-0.738617
20	-0.817139
21	-0.882782
22	-0.934509
23	-0.971497
24	-0.993164
25	-0.999176
26	-0.989410
27	-0.964050
28	-0.923492
29	-0.868378
30	-0.799530
31	-0.718079
32	-0.625336
33	-0.522736
34	-0.411896
35	-0.294525
36	-0.172516
37	-0.047760
38	 0.077698
39	 0.201935
40	 0.322998
41	 0.438965
42	 0.548035
43	 0.648468
44	 0.738708
45	 0.817322
46	 0.883026
47	 0.934814
48	 0.971924
49	 0.993713
50	 0.999847
51	 0.990234
52	 0.965027
53	 0.924622
54	 0.869629
55	 0.800964
56	 0.719696
57	 0.627075
58	 0.524597
59	 0.413849
60	 0.296600
61	 0.174683
62	 0.050018
63	-0.075409
64	-0.199677
65	-0.320770
66	-0.436798
67	-0.545959
68	-0.646484
69	-0.736816
70	-0.815552
71	-0.881378
72	-0.933319
73	-0.970581
74	-0.992523
75	-0.998810
76	-0.989349
77	-0.964264
78	-0.923981
79	-0.869141
80	-0.800598
81	-0.719452
82	-0.626953
83	-0.524567
84	-0.413910
85	-0.296722
86	-0.174866
87	-0.050232
88	 0.075226
89	 0.199493
90	 0.320618
91	 0.436707
92	 0.545898
93	 0.646515
94	 0.736938
95	 0.815765
96	 0.881714
97	 0.933807
98	 0.971191
99	 0.993256
100	 0.999695
101	 0.990417
102	 0.965546
103	 0.925446
104	 0.870758
105	 0.802338
106	 0.721252
107	 0.628876
108	 0.526550
109	 0.415955
110	 0.298798
111	 0.176941
112	 0.052307
113	-0.073151
114	-0.197418
115	-0.318604
116	-0.434753
117	-0.544067
118	-0.644775
119	-0.735321
120	-0.814240
121	-0.880310
122	-0.932556
123	-0.970062
124	-0.992279
125	-0.998840
126	-0.989685
127	-0.964935
128	-0.924988
129	-0.870422
130	-0.802124
131	-0.721161
132	-0.628815
133	-0.526581
134	-0.416046
135	-0.298920
136	-0.177094
137	-0.052460
138	 0.072998
139	 0.197296
140	 0.318512
141	 0.434723
142	 0.544067
143	 0.644867
144	 0.735535
145	 0.814606
146	 0.880829
147	 0.933197
148	 0.970825
149	 0.993164
150	 0.999878
151	 0.990845
152	 0.966217
153	 0.926392
154	 0.871948
155	 0.803772
156	 0.722931
157	 0.630707
158	 0.528534
159	 0.418060
160	 0.300995
161	 0.179199
162	 0.054596
163	-0.070862
164	-0.195221
165	-0.316467
166	-0.432739
167	-0.542175
168	-0.643036
169	-0.733734
170	-0.812897
171	-0.879211
172	-0.931702
173	-0.969482
174	-0.992004
175	-0.998871
176	-0.989990
177	-0.965485
178	-0.925781
179	-0.871460
180	-0.803406
181	-0.722687
